original_name,refactored_name,type,full_name,namespace,package,toolkit
BOPAlgo_Algo,,Class,BOPAlgo_Algo,,BOPAlgo,TKBO
BOPAlgo_ArgumentAnalyzer,,Class,BOPAlgo_ArgumentAnalyzer,,BOPAlgo,TKBO
BOPAlgo_BOP,,Class,BOPAlgo_BOP,,BOPAlgo,TKBO
BOPAlgo_Builder,,Class,BOPAlgo_Builder,,BOPAlgo,TKBO
BOPAlgo_BuilderArea,,Class,BOPAlgo_BuilderArea,,BOPAlgo,TKBO
BOPAlgo_BuilderFace,,Class,BOPAlgo_BuilderFace,,BOPAlgo,TKBO
BOPAlgo_BuilderShape,,Class,BOPAlgo_BuilderShape,,BOPAlgo,TKBO
BOPAlgo_BuilderSolid,,Class,BOPAlgo_BuilderSolid,,BOPAlgo,TKBO
BOPAlgo_CellsBuilder,,Class,BOPAlgo_CellsBuilder,,BOPAlgo,TKBO
BOPAlgo_CheckResult,,Class,BOPAlgo_CheckResult,,BOPAlgo,TKBO
BOPAlgo_CheckerSI,,Class,BOPAlgo_CheckerSI,,BOPAlgo,TKBO
BOPAlgo_MakeConnected,,Class,BOPAlgo_MakeConnected,,BOPAlgo,TKBO
BOPAlgo_MakePeriodic,,Class,BOPAlgo_MakePeriodic,,BOPAlgo,TKBO
BOPAlgo_MakerVolume,,Class,BOPAlgo_MakerVolume,,BOPAlgo,TKBO
BOPAlgo_Options,,Class,BOPAlgo_Options,,BOPAlgo,TKBO
BOPAlgo_PISteps,,Class,BOPAlgo_PISteps,,BOPAlgo,TKBO
BOPAlgo_ParallelAlgo,,Class,BOPAlgo_ParallelAlgo,,BOPAlgo,TKBO
BOPAlgo_PaveFiller,,Class,BOPAlgo_PaveFiller,,BOPAlgo,TKBO
BOPAlgo_RemoveFeatures,,Class,BOPAlgo_RemoveFeatures,,BOPAlgo,TKBO
BOPAlgo_Section,,Class,BOPAlgo_Section,,BOPAlgo,TKBO
BOPAlgo_SectionAttribute,,Class,BOPAlgo_SectionAttribute,,BOPAlgo,TKBO
BOPAlgo_ShellSplitter,,Class,BOPAlgo_ShellSplitter,,BOPAlgo,TKBO
BOPAlgo_Splitter,,Class,BOPAlgo_Splitter,,BOPAlgo,TKBO
BOPAlgo_Tools,,Class,BOPAlgo_Tools,,BOPAlgo,TKBO
BOPAlgo_ToolsProvider,,Class,BOPAlgo_ToolsProvider,,BOPAlgo,TKBO
BOPAlgo_WireEdgeSet,,Class,BOPAlgo_WireEdgeSet,,BOPAlgo,TKBO
BOPAlgo_WireSplitter,,Class,BOPAlgo_WireSplitter,,BOPAlgo,TKBO
BOPDS_CommonBlock,,Class,BOPDS_CommonBlock,,BOPDS,TKBO
BOPDS_CoupleOfPaveBlocks,,Class,BOPDS_CoupleOfPaveBlocks,,BOPDS,TKBO
BOPDS_Curve,,Class,BOPDS_Curve,,BOPDS,TKBO
BOPDS_DS,,Class,BOPDS_DS,,BOPDS,TKBO
BOPDS_FaceInfo,,Class,BOPDS_FaceInfo,,BOPDS,TKBO
BOPDS_IndexRange,,Class,BOPDS_IndexRange,,BOPDS,TKBO
BOPDS_Interf,,Class,BOPDS_Interf,,BOPDS,TKBO
BOPDS_InterfEE,,Class,BOPDS_InterfEE,,BOPDS,TKBO
BOPDS_InterfEF,,Class,BOPDS_InterfEF,,BOPDS,TKBO
BOPDS_InterfEZ,,Class,BOPDS_InterfEZ,,BOPDS,TKBO
BOPDS_InterfFF,,Class,BOPDS_InterfFF,,BOPDS,TKBO
BOPDS_InterfFZ,,Class,BOPDS_InterfFZ,,BOPDS,TKBO
BOPDS_InterfVE,,Class,BOPDS_InterfVE,,BOPDS,TKBO
BOPDS_InterfVF,,Class,BOPDS_InterfVF,,BOPDS,TKBO
BOPDS_InterfVV,,Class,BOPDS_InterfVV,,BOPDS,TKBO
BOPDS_InterfVZ,,Class,BOPDS_InterfVZ,,BOPDS,TKBO
BOPDS_InterfZZ,,Class,BOPDS_InterfZZ,,BOPDS,TKBO
BOPDS_Iterator,,Class,BOPDS_Iterator,,BOPDS,TKBO
BOPDS_IteratorSI,,Class,BOPDS_IteratorSI,,BOPDS,TKBO
BOPDS_Pair,,Class,BOPDS_Pair,,BOPDS,TKBO
BOPDS_Pave,,Class,BOPDS_Pave,,BOPDS,TKBO
BOPDS_PaveBlock,,Class,BOPDS_PaveBlock,,BOPDS,TKBO
BOPDS_Point,,Class,BOPDS_Point,,BOPDS,TKBO
BOPDS_ShapeInfo,,Class,BOPDS_ShapeInfo,,BOPDS,TKBO
BOPDS_SubIterator,,Class,BOPDS_SubIterator,,BOPDS,TKBO
BOPDS_Tools,,Class,BOPDS_Tools,,BOPDS,TKBO
BOPTest,,Class,BOPTest,,BOPTest,TKTopTest
BOPTest_DrawableShape,,Class,BOPTest_DrawableShape,,BOPTest,TKTopTest
BOPTest_Objects,,Class,BOPTest_Objects,,BOPTest,TKTopTest
BOPTools_AlgoTools,,Class,BOPTools_AlgoTools,,BOPTools,TKBO
BOPTools_AlgoTools2D,,Class,BOPTools_AlgoTools2D,,BOPTools,TKBO
BOPTools_AlgoTools3D,,Class,BOPTools_AlgoTools3D,,BOPTools,TKBO
BOPTools_ConnexityBlock,,Class,BOPTools_ConnexityBlock,,BOPTools,TKBO
BOPTools_CoupleOfShape,,Class,BOPTools_CoupleOfShape,,BOPTools,TKBO
BOPTools_Parallel,,Class,BOPTools_Parallel,,BOPTools,TKBO
BOPTools_Set,,Class,BOPTools_Set,,BOPTools,TKBO
BRepAdaptor_CompCurve,,Class,BRepAdaptor_CompCurve,,BRepAdaptor,TKBRep
BRepAdaptor_Curve,,Class,BRepAdaptor_Curve,,BRepAdaptor,TKBRep
BRepAdaptor_Curve2d,,Class,BRepAdaptor_Curve2d,,BRepAdaptor,TKBRep
BRepAdaptor_HArray1OfCurve,,Class,BRepAdaptor_HArray1OfCurve,,BRepAdaptor,TKBRep
BRepAdaptor_Surface,,Class,BRepAdaptor_Surface,,BRepAdaptor,TKBRep
BRepAlgo,,Class,BRepAlgo,,BRepAlgo,TKBool
BRepAlgoAPI_Algo,,Class,BRepAlgoAPI_Algo,,BRepAlgoAPI,TKBO
BRepAlgoAPI_BooleanOperation,,Class,BRepAlgoAPI_BooleanOperation,,BRepAlgoAPI,TKBO
BRepAlgoAPI_BuilderAlgo,,Class,BRepAlgoAPI_BuilderAlgo,,BRepAlgoAPI,TKBO
BRepAlgoAPI_Check,,Class,BRepAlgoAPI_Check,,BRepAlgoAPI,TKBO
BRepAlgoAPI_Common,,Class,BRepAlgoAPI_Common,,BRepAlgoAPI,TKBO
BRepAlgoAPI_Cut,,Class,BRepAlgoAPI_Cut,,BRepAlgoAPI,TKBO
BRepAlgoAPI_Defeaturing,,Class,BRepAlgoAPI_Defeaturing,,BRepAlgoAPI,TKBO
BRepAlgoAPI_Fuse,,Class,BRepAlgoAPI_Fuse,,BRepAlgoAPI,TKBO
